3,2017,99.63549,99.6,16.02,10000,0.14,70.86,0,0.64,0.8951049,15164,4.93,158340,0.24701829,1.3,4109.698,18
3,2018,99.69784,99.6,16.25,50000,0.19,71.32,0,0.78,1.0818309,1.5971084e+07,5.19,165540,0.28767928,1.1,4142.0186,18
3,2019,99.5,99.7,15.93,60000,0.16,75.85,0,0.84,1.0953188,1.6259053e+07,5.32,171250,0.29474697,1,3989.6682,18
3,2020,99.80413,99.7,15.64,,,72.01,0,0.72,0.9899628,1.4933807e+07,,,0.29789943,-5.1,3306.8582,18
5,2000,24.212744,41.1,14.37,,73.44,0.5,0,0.9,64.28571,1979.2562,3.68,16200,,3.0546243,556.8386,26
5,2001,20,41.7,13.9,,72.34,0.58,0,1.01,63.52201,2.079732e+06,3.65,15960,,4.2059984,527.33356,26
5,2002,26.352118,41.7,13.46,,70.42,0.58,0,1.13,66.08187,2.143528e+06,3.34,15690,,13.665687,872.49445,26
5,2003,27.412777,42,13.01,50000,65.14,0.71,0,1.23,63.40206,2298.9023,3.49,16760,,2.98985,982.961,26
5,2004,28.47055,41.9,26.44,40000,61.92,0.45,0,1.73,79.357796,2454.67,3.17,17450,,10.952862,1255.5645,26
5,2005,29.527786,42.6,25.53,,68.38,0.53,0,2.2,80.58608,2016.8517,2.6,15810,,15.028915,1902.4221,26
5,2006,30.586895,42.9,24.63,,62.13,0.6,0,2.64,81.48148,2453.2468,2.62,16560,,11.547683,2599.566,26
5,2007,37.5,43.5,36.27,760000,58.49,0.68,0,2.47,78.4127,2719.0603,2.5,16970,,14.010018,3121.996,26
5,2008,38.49,43.6,36.52,,54.88,0.96,0,3.1,76.35468,3.072024e+06,2.48,19280,,11.166139,4080.941,26
5,2009,33.80219,43.8,35.22,,52.41,1.54,0,3.06,66.52174,3368.8357,2.71,21150,,0.8587126,3122.7815,26
5,2010,34.895638,44.3,34.02,20000,52.51,1.64,0,3.68,69.17293,3560.0942,2.61,22800,,4.4039326,3587.8835,26
5,2011,34.6,44.8,32.83,220000,51.06,1.55,0,3.98,71.97106,3594.49,2.62,23870,,3.4719763,4615.4683,26
